case_id,initial_customer_message,final_apple_reply,conversation,intent,label_notes,review_status
case_046560,Yo @AppleSupport what’s with this stupid autocorrect “I” to “I️ “ Bs,"@586558 Thanks for reaching out! DM us which device and iOS version you're seeing this issue on, and we'll start there. https://t.co/GDrqU22YpT","Customer: Yo @AppleSupport what’s with this stupid autocorrect “I” to “I️ “ Bs
AppleSupport: @586558 Thanks for reaching out! DM us which device and iOS version you're seeing this issue on, and we'll start there. https://t.co/GDrqU22YpT",app_functionality,,human_confirmed
case_035358,@AppleSupport I'm losing battery too do fast with this ios 11. Y'all need to fix it now!! #smdh going back to ios 10,@571447 We'd be happy to look in to these battery issues with you. Please DM us about this and we'll continue there. https://t.co/GDrqU22YpT,"Customer: @AppleSupport I'm losing battery too do fast with this ios 11. Y'all need to fix it now!! #smdh going back to ios 10
AppleSupport: @571447 We'd be happy to look in to these battery issues with you. Please DM us about this and we'll continue there. https://t.co/GDrqU22YpT",battery_charging,,human_confirmed
case_034379,@AppleSupport - My watch show the app icons after updated the OS. Is there a fix for this?,@144092 Thanks for trying. Do you see this behavior across all Apps or just a specific few? Let us know in DM. https://t.co/GDrqU22YpT,"Customer: @AppleSupport - My watch show the app icons after updated the OS. Is there a fix for this?
AppleSupport: @144092 We're here to help. Just to clarify, do you mean that your app icons aren't showing after the update?
Customer: @AppleSupport Correct! I just get a square. https://t.co/OmUqcfSu3i
AppleSupport: @144092 Thanks for confirming. Let's try restarting your Apple Watch and see if it helps. Here's how: https://t.co/gZrStAoDfj
Customer: @AppleSupport Thanks. Did a restart and it didn’t fix it.
AppleSupport: @144092 Thanks for trying. Do you see this behavior across all Apps or just a specific few? Let us know in DM. https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_046201,@AppleSupport macOS High Sierra has made my laptop crash at least 4 times this morning,@455206 Let's have a closer look. What is being done when the system crashes?,"Customer: @AppleSupport macOS High Sierra has made my laptop crash at least 4 times this morning
AppleSupport: @455206 Let's have a closer look. What is being done when the system crashes?",software_update_bug,,human_confirmed
case_007955,@AppleSupport my (photo) apps shut themselves all-the-time on my ipad pro. Frustrating!! Can't do my work. What's going on? #ios11,@201092 We'd like to see what's happening. Are you referring to the Photos app or a different app?,"Customer: @AppleSupport my (photo) apps shut themselves all-the-time on my ipad pro. Frustrating!! Can't do my work. What's going on? #ios11
AppleSupport: @201092 We'd like to see what's happening. Are you referring to the Photos app or a different app?",app_functionality,,human_confirmed
case_092662,@AppleSupport Beyond frustrated that the glass back on my iPhone 8 has cracked. I didn’t even drop it and it’s always had a case on it. You all swore to us that it was durable but clearly that isn’t the case.,"@287492 We want to help with your iPhone 8. To look into options for your iPhone 8, please share with us in DM which country you are located in. https://t.co/GDrqU22YpT","Customer: @AppleSupport Beyond frustrated that the glass back on my iPhone 8 has cracked. I didn’t even drop it and it’s always had a case on it. You all swore to us that it was durable but clearly that isn’t the case.
AppleSupport: @287492 We want to help with your iPhone 8. To look into options for your iPhone 8, please share with us in DM which country you are located in. https://t.co/GDrqU22YpT",device_hardware,,human_confirmed
case_011152,@AppleSupport why do my pop up texts close themselves automatically while I’m still typing? Very irritating with all these buggy updates 😑🙄,"@193247 Let's look into this together. DM us the device you're experiencing this on, and the software version it's running. https://t.co/GDrqU2kzhr","Customer: @AppleSupport why do my pop up texts close themselves automatically while I’m still typing? Very irritating with all these buggy updates 😑🙄
AppleSupport: @193247 Let's look into this together. DM us the device you're experiencing this on, and the software version it's running. https://t.co/GDrqU2kzhr",app_functionality,,human_confirmed
case_097285,My I️ doesn’t work in some places it sometimes it changes to a box with an X how do you fix it? @AppleSupport,@792689 We’ve resolved this concern with the latest iOS update. Here’s our support article with more info: https://t.co/xXaXeeSRt9 Reach us in DM if you continue seeing the auto-correct issue when typing from your device. We’ll help. https://t.co/GDrqU22YpT,"Customer: My I️ doesn’t work in some places it sometimes it changes to a box with an X how do you fix it? @AppleSupport
Customer: @AppleSupport Or with a ! And a box with a question mark or a # with a question mark @AppleSupport
AppleSupport: @792689 We’ve resolved this concern with the latest iOS update. Here’s our support article with more info: https://t.co/xXaXeeSRt9 Reach us in DM if you continue seeing the auto-correct issue when typing from your device. We’ll help. https://t.co/GDrqU22YpT",app_functionality,,human_confirmed
case_006222,@AppleSupport just received this text message. Is it genuinely from you? https://t.co/aknVybadOq,@193135 Good catch! That is not from us! Check out this link with locating leget contact from apple: https://t.co/FqA1UqeB43,"Customer: @AppleSupport just received this text message. Is it genuinely from you? https://t.co/aknVybadOq
AppleSupport: @193135 Good catch! That is not from us! Check out this link with locating leget contact from apple: https://t.co/FqA1UqeB43",other_unclear,,human_confirmed
case_096507,"@115858 saludos,es que tengo un problema con mi iPhone,y lo que ocurre es que no puedo llamar ni recibir llamadas,y no sé qué más hacer,ya que acudí a Apple Support y aunque intenten llamarme,no entran llamadas,quiero saber cual es su recomendación.Gracias.","@784254 To make sure, did your carrier find everything ok on their end when you asked them about the section 'Contact your carrier' in the link we provided? As you haven't restored it, have you already completed the remaining steps in the link we sent?","Customer: @115858 saludos,es que tengo un problema con mi iPhone,y lo que ocurre es que no puedo llamar ni recibir llamadas,y no sé qué más hacer,ya que acudí a Apple Support y aunque intenten llamarme,no entran llamadas,quiero saber cual es su recomendación.Gracias.
AppleSupport: @784254 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
Customer: @AppleSupport I can speak English so so,can you help me?i have an iPhone 7+,and 1 week ago,I can’t make calls or receive them,what I do?
AppleSupport: @784254 Being able to make and receive calls is important and we'd like to help. Which exact iOS version is installed on it and have you tried any steps yet? Which country are you currenlty located within?
Customer: @AppleSupport I have iOS 11.1.2 and I have tried everything what the page said.im Colombian.
AppleSupport: @784254 Is this the page you've tried all the steps from: https://t.co/U53YusKX3z If yes, what did you find out when you contacted your carrier and when you restored it as new in iTunes?
Customer: @AppleSupport My Carrier didn’t give me a solution,and I don’t want restored my phone,that scary me.,can you do something or... I don’t know if is the iOS.
AppleSupport: @784254 To make sure, did your carrier find everything ok on their end when you asked them about the section 'Contact your carrier' in the link we provided? As you haven't restored it, have you already completed the remaining steps in the link we sent?",connectivity,,human_confirmed
case_036688,Dear @115858 and @AppleSupport iOS 11.0.3is absolutely awful and totally bug-y. My phone is so slow and glitchy now. Fix this. #ios11,"@430307 We want your iPhone to be working as expected. Send us a DM with details, and we'll start there. https://t.co/GDrqU22YpT","Customer: Dear @115858 and @AppleSupport iOS 11.0.3is absolutely awful and totally bug-y. My phone is so slow and glitchy now. Fix this. #ios11
AppleSupport: @430307 We want your iPhone to be working as expected. Send us a DM with details, and we'll start there. https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_056172,Wait I️ take that back this might be an @115858 issue why can’t I️ type I️ what y’all doing over there &amp; don’t tell me I️ need the X 👊🏾,@497980 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.,"Customer: Wait I️ take that back this might be an @115858 issue why can’t I️ type I️ what y’all doing over there &amp; don’t tell me I️ need the X 👊🏾
AppleSupport: @497980 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.",app_functionality,,human_confirmed
case_085538,"@AppleSupport I am trying to download a app from iTunes on my Mac, the results I see is from songs, movie's, podcasts etc. I see no results for apps.","@541307 We’d like to help. To start, can you tell us the iTunes version that is installed on your Mac? This can be found in iTunes &gt; About iTunes.","Customer: @AppleSupport I am trying to download a app from iTunes on my Mac, the results I see is from songs, movie's, podcasts etc. I see no results for apps.
AppleSupport: @541307 We’d like to help. To start, can you tell us the iTunes version that is installed on your Mac? This can be found in iTunes &gt; About iTunes.",app_functionality,,human_confirmed
case_012855,@AppleSupport Bonjour je ne peux me connecter à ma boîte mail Apple poir récupérer mon code de sécurité !!! Help,@297230 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,"Customer: @AppleSupport Bonjour je ne peux me connecter à ma boîte mail Apple poir récupérer mon code de sécurité !!! Help
AppleSupport: @297230 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",account_authentication,,human_confirmed
case_035308,@AppleSupport so I got billed for Apple Music student but now it says I don’t have a Apple Music plan WHAT GIVES,@348020 We can help figure this out. Let's talk in DM. https://t.co/GDrqU22YpT,"Customer: @AppleSupport so I got billed for Apple Music student but now it says I don’t have a Apple Music plan WHAT GIVES
AppleSupport: @348020 We can help figure this out. Let's talk in DM. https://t.co/GDrqU22YpT",billing_subscription,,human_confirmed
case_041317,What's going on with my #iwatch3 turning off by itself @AppleSupport,"@729090 Are you doing anything specific when this happens, or does it happen at random?","Customer: What's going on with my #iwatch3 turning off by itself @AppleSupport
AppleSupport: @729090 We'd like to check on this with you. Is your Apple Watch powering off fully, or is it restarting?
Customer: @AppleSupport It's turning off by itself
AppleSupport: @729090 Are you doing anything specific when this happens, or does it happen at random?",device_hardware,,human_confirmed
case_079749,#AppleSingapore #Apple #applecare Any help please? 😭😭😭 my only and the only iPad Pro gone... 😒 @115858 @AppleSupport https://t.co/tBkcr26Ebd,@695755 Thanks for reaching out! We’d be happy to see what service options are available. Please meet us in DM to proceed. https://t.co/GDrqU22YpT,"Customer: #AppleSingapore #Apple #applecare Any help please? 😭😭😭 my only and the only iPad Pro gone... 😒 @115858 @AppleSupport https://t.co/tBkcr26Ebd
AppleSupport: @695755 Thanks for reaching out! We’d be happy to see what service options are available. Please meet us in DM to proceed. https://t.co/GDrqU22YpT",device_hardware,,human_confirmed
case_003013,"This @115858 update is horrible. The amount of times I’ve had to restart, apps crashing, home screen going blank... is ridiculous...",@174003 Great job keeping your iPhone up-to-date. Please send us a DM telling us which iPhone you have and the country you're in. https://t.co/GDrqU22YpT,"Customer: This @115858 update is horrible. The amount of times I’ve had to restart, apps crashing, home screen going blank... is ridiculous...
AppleSupport: @174003 That's certainly not what we'd expect your experience to be. We'll be happy to assist. Are you running 11.0.2 yet?
Customer: @AppleSupport Yes I am
AppleSupport: @174003 Great job keeping your iPhone up-to-date. Please send us a DM telling us which iPhone you have and the country you're in. https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_006744,"@AppleSupport When I finish logging in to iCloud on my phone, it just redirects me to settings asking me to login again",@305357 We'll track this down together. Look for a reply to your DM shortly.,"Customer: @AppleSupport When I finish logging in to iCloud on my phone, it just redirects me to settings asking me to login again
AppleSupport: @305357 We'll track this down together. Look for a reply to your DM shortly.",account_authentication,,human_confirmed
case_041309,thanks for deleting all of my photos @115858 you fucking idiots,@673675 We'd love to find out more about what happened with your photos. What are you using to mange them? Could you send us a DM? https://t.co/GDrqU22YpT,"Customer: thanks for deleting all of my photos @115858 you fucking idiots
AppleSupport: @673675 We'd love to find out more about what happened with your photos. What are you using to mange them? Could you send us a DM? https://t.co/GDrqU22YpT",icloud_backup_restore,,human_confirmed
case_021392,"Hey @AppleSupport I’d really appreciate it when I download your new operating system, my phone didn’t crash every app. Fucking annoyed.",@234191 Let's meet up in DM to discuss any issues you're seeing during or after the update here: https://t.co/GDrqU22YpT,"Customer: Hey @AppleSupport I’d really appreciate it when I download your new operating system, my phone didn’t crash every app. Fucking annoyed.
AppleSupport: @234191 Let's meet up in DM to discuss any issues you're seeing during or after the update here: https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_011453,"@AppleSupport I have 5s, voice call sound is not clear crackling and blurred And sometime WiFi is not connting easily after ios 11",@370779 You're in the right place for help. Select the following link to join us in a DM and we'll continue there. https://t.co/GDrqU22YpT,"Customer: @AppleSupport I have 5s, voice call sound is not clear crackling and blurred And sometime WiFi is not connting easily after ios 11
AppleSupport: @370779 You're in the right place for help. Select the following link to join us in a DM and we'll continue there. https://t.co/GDrqU22YpT",connectivity,,human_confirmed
case_086989,@AppleSupport what is up with all these updates https://t.co/1AJTwYp70L,"@757387 Please note that not every update is major, and those updates include the apps on your Mac. Additionally, updates are not only for fixing bugs, but for adding enhancements and tweaks. Did you have any other questions?","Customer: @AppleSupport what is up with all these updates https://t.co/1AJTwYp70L
AppleSupport: @757387 We're happy to answer that for you. Are you asking why we have a particular amount or number of updates, or is there a problem updating? Thanks!
Customer: @AppleSupport It’s the number of updates
AppleSupport: @757387 Please note that not every update is major, and those updates include the apps on your Mac. Additionally, updates are not only for fixing bugs, but for adding enhancements and tweaks. Did you have any other questions?",software_update_bug,,human_confirmed
case_025712,Ok @AppleSupport my iPhone 7 has been freezing at least 2 times a day. Don’t make me switch to Android.,@662529 We'd like to gather a bit more info. DM us your country to continue. https://t.co/GDrqU22YpT,"Customer: Ok @AppleSupport my iPhone 7 has been freezing at least 2 times a day. Don’t make me switch to Android.
AppleSupport: @662529 We'd be happy to look into what's going on. Which version of iOS are you running?
Customer: @AppleSupport iOS 11.0.3
AppleSupport: @662529 We'd like to gather a bit more info. DM us your country to continue. https://t.co/GDrqU22YpT",device_hardware,,human_confirmed
case_065556,@AppleSupport how do I see all the songs I listened to yesterday on @115948 on my phone?,@514656 We're glad it's all there! Let us know if you have any other questions we can help with. We're here for you.,"Customer: @AppleSupport how do I see all the songs I listened to yesterday on @115948 on my phone?
AppleSupport: @514656 You're in the right place; we'll do all we can to help. If you go to For You in Apple Music, does it show you ""Recently Played""?
Customer: @AppleSupport Oh, yeah. Yes it does. I must have overlooked that section. :)
AppleSupport: @514656 We're glad it's all there! Let us know if you have any other questions we can help with. We're here for you.",media_music,,human_confirmed
case_102728,@AppleSupport I really despair that the iPhone 7 does this in notifications. ios 11 is wrong https://t.co/GvEwBi0qZp,@229510 Thanks for clarifying this for us. Go ahead and send us a DM so we can investigate this further with you. https://t.co/GDrqU22YpT,"Customer: @AppleSupport I really despair that the iPhone 7 does this in notifications. ios 11 is wrong https://t.co/GvEwBi0qZp
AppleSupport: @229511 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together.
Customer: @AppleSupport @229511 Same issue. Looks like a software bug.
AppleSupport: @229510 We'd like to look into this further with you. Please tell us which software version you are running. Does it happen for a specific app or all app notifications? https://t.co/GDrqU22YpT
Customer: @AppleSupport Hi Team - I am running iOS 11.1.2. It happens to all notifications.
AppleSupport: @229510 Good to know, thank you. Does it happen on Wi-Fi and cellular networks?
Customer: @AppleSupport This occurs on both cellular and Wi-fi networks.
AppleSupport: @229510 Thanks for clarifying this for us. Go ahead and send us a DM so we can investigate this further with you. https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_103707,"@115858, my iPhone 6 plus is dead slow after I upgraded to iOS 11. Are you trying to force your consumers to buy better hardware? I don't want the new iPhone. This is maddening and dishonest of you. I'm going back to @122609",@244608 We know how important your iPhone is and want to get things working properly. Please DM us your current iOS version (found at Settings &gt; General &gt; About) and we'll take a closer look. https://t.co/GDrqU22YpT,"Customer: @115858, my iPhone 6 plus is dead slow after I upgraded to iOS 11. Are you trying to force your consumers to buy better hardware? I don't want the new iPhone. This is maddening and dishonest of you. I'm going back to @122609
AppleSupport: @244608 We know how important your iPhone is and want to get things working properly. Please DM us your current iOS version (found at Settings &gt; General &gt; About) and we'll take a closer look. https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_023144,@AppleSupport how screwed am i ... https://t.co/wBVOM30A2V,@565653 We can help! What actions were you taking when this symbol appeared? Is this your personal MacBook or a business MacBook?,"Customer: @AppleSupport how screwed am i ... https://t.co/wBVOM30A2V
AppleSupport: @565653 We can help! What actions were you taking when this symbol appeared? Is this your personal MacBook or a business MacBook?",other_unclear,,human_confirmed
case_024231,Why doesn’t @115858 update cause my phone to turn on WiFi and Bluetooth randomly? @AppleSupport - wasting my battery,@565697 We'd like to be sure everything is working normally for you. DM us next and we'll continue. https://t.co/GDrqU22YpT,"Customer: Why doesn’t @115858 update cause my phone to turn on WiFi and Bluetooth randomly? @AppleSupport - wasting my battery
AppleSupport: @565697 We'd like to help. How are you disconnecting or turning off Wi-Fi and Bluetooth, through the Control Center or Settings?
Customer: @AppleSupport I scroll up and use the quick access panel. Turn it off and then 5 mins later it has turned itself back on.
AppleSupport: @565697 Got it. Controlling Bluetooth and Wi-Fi from Control Center has changed. Here's some info to help: https://t.co/G7BHuQnDS6
Customer: @AppleSupport Nope it doesn’t do that. I turn them off and they come on when THEY want to. IOS11 is not very good. I regret my update.
AppleSupport: @565697 The radios can reconnect under certain conditions. If you disable them from the Settings app, do you encounter the same issue?
Customer: @AppleSupport Even if they don’t reconnect when I use settings it’s not the point. The control panel doesn’t work properly anymore. Recused functionality
Customer: @AppleSupport *reduced
AppleSupport: @565697 We'd like to be sure everything is working normally for you. DM us next and we'll continue. https://t.co/GDrqU22YpT",connectivity,,human_confirmed
case_084224,Dites moi que je ne suis pas la seule à avoir des problèmes avec les messages avec l’IOS 11 et comment on peut régler cette catastrophe @AppleSupport ?,@730706 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3w3RGR,"Customer: Dites moi que je ne suis pas la seule à avoir des problèmes avec les messages avec l’IOS 11 et comment on peut régler cette catastrophe @AppleSupport ?
AppleSupport: @730706 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3w3RGR",software_update_bug,,human_confirmed
case_106308,@AppleSupport I cannot figure out how to access my purchased apps so that I can download it on another device.,@261176 Hi! This article will walk you through redownloading your past purchases: https://t.co/FRtPzkHz0K Please let us know if you run into any issues.,"Customer: @AppleSupport I cannot figure out how to access my purchased apps so that I can download it on another device.
AppleSupport: @261176 Hi! This article will walk you through redownloading your past purchases: https://t.co/FRtPzkHz0K Please let us know if you run into any issues.",purchase_service_support,,human_confirmed
case_053636,WTF ARE THESE BOXES WITH QUESTION MARKS THAT KEEP POPPING UP IVE ALREADY UPDATED MY PHONE LIKE 10 TIMES,@597057 We'd like to help. Take a look at this article for a temporary fix: https://t.co/qODbOsp4wz DM us with any questions. https://t.co/GDrqU22YpT,"Customer: WTF ARE THESE BOXES WITH QUESTION MARKS THAT KEEP POPPING UP IVE ALREADY UPDATED MY PHONE LIKE 10 TIMES
Customer: @AppleSupport do something
AppleSupport: @597057 We'd like to help. Take a look at this article for a temporary fix: https://t.co/qODbOsp4wz DM us with any questions. https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_005221,"@AppleSupport I HATE iOS 11.0.2! Won't let me go back to texts, email, FB; numerous other aggravations. Can I go back to 10?",@608339 Going back to a prior version of iOS is not currently an option. Join us in DM so we can look into this for you: https://t.co/GDrqU22YpT,"Customer: @AppleSupport I HATE iOS 11.0.2! Won't let me go back to texts, email, FB; numerous other aggravations. Can I go back to 10?
AppleSupport: @608339 Going back to a prior version of iOS is not currently an option. Join us in DM so we can look into this for you: https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_019781,"Yo @115858, I did the update to fix y’alls previous update and I’m just about to throw my phone, this shit does not work. My phone is TRIPPIN",@545299 Thanks for reaching out. DM us more info about the issue you're experiencing and we'd be happy to help. https://t.co/GDrqU22YpT,"Customer: Yo @115858, I did the update to fix y’alls previous update and I’m just about to throw my phone, this shit does not work. My phone is TRIPPIN
AppleSupport: @545299 Thanks for reaching out. DM us more info about the issue you're experiencing and we'd be happy to help. https://t.co/GDrqU22YpT",software_update_bug,,human_confirmed
case_045456,I hate that on a MacBook if I type something in the search bar it goes straight to Wikipedia. BITCH I WANT GOOGLE,"@587459 As most preferences can be adjusted, we'd like to know more to help. Are you using Spotlight Search or search in Safari? DM us. https://t.co/GDrqU22YpT","Customer: I hate that on a MacBook if I type something in the search bar it goes straight to Wikipedia. BITCH I WANT GOOGLE
Customer: @115858 FIX IT
AppleSupport: @587459 As most preferences can be adjusted, we'd like to know more to help. Are you using Spotlight Search or search in Safari? DM us. https://t.co/GDrqU22YpT",app_functionality,,human_confirmed
